,Unnamed: 0,ID,Goal_Home,Goal_Away,Yellow_Home,Yellow_Away,Red_Card_Home,Red_Card_Away,Own_Home,Own_Away
26336,37174,37174,1,1,2,3,1,1,0,0
26338,37176,37176,3,0,2,2,0,2,0,0
26339,37177,37177,0,5,1,1,1,0,0,0
26341,37179,37179,0,3,0,1,2,0,1,0
26345,37184,37184,0,2,2,1,1,0,0,0
26349,37189,37189,1,1,3,3,0,1,0,0
26351,37194,37194,1,2,4,5,1,1,0,0
26358,37204,37204,1,0,1,5,1,0,0,0
26359,37206,37206,1,2,4,2,1,0,0,0
26362,37213,37213,2,0,1,3,0,1,0,0
26363,37214,37214,5,1,0,3,0,1,0,0
26368,37220,37220,4,1,3,5,1,0,0,0
26374,37230,37230,0,1,0,3,0,1,0,0
26376,37233,37233,3,2,2,4,1,0,0,0
26378,37235,37235,0,0,4,3,1,0,0,0
26382,37240,37240,0,0,4,5,1,0,0,0
26384,37242,37242,2,1,2,3,0,1,0,0
26385,37243,37243,3,2,4,2,0,1,0,0
26393,37252,37252,0,0,2,4,0,1,0,1
26412,37275,37275,3,2,1,2,1,0,0,0
26414,37278,37278,2,0,2,2,0,1,0,0
26418,37282,37282,2,0,3,5,0,1,0,0
26419,37283,37283,2,0,2,3,0,1,1,0
26422,37286,37286,4,1,1,2,0,1,0,0
26425,37290,37290,0,2,3,2,1,0,0,0
26444,37312,37312,1,1,3,3,0,1,0,0
26447,37317,37317,0,1,2,4,1,0,0,0
26453,37324,37324,3,0,0,1,0,3,0,0
26454,37325,37325,2,0,0,2,0,1,0,0
26456,37327,37327,0,1,2,3,1,1,0,0
26458,37329,37329,0,2,4,3,1,0,0,0
26462,37334,37334,2,0,2,1,0,1,0,0
26463,37335,37335,0,1,2,2,1,0,0,0
26466,37339,37339,2,0,0,2,1,0,0,1
26469,37343,37343,1,0,3,4,1,1,0,0
26476,37353,37353,0,1,1,2,0,1,0,0
26487,37368,37368,2,1,1,1,0,1,0,0
26500,37390,37390,0,0,3,2,0,1,0,0
26502,37393,37393,0,0,2,4,1,0,0,0
26503,37395,37395,0,0,2,4,1,0,0,0
26511,37407,37407,0,3,4,2,1,0,0,0
26516,37414,37414,3,0,2,2,0,1,0,0
26519,37418,37418,1,3,2,1,1,0,0,0
26526,37426,37426,1,2,2,5,1,0,0,0
26527,37428,37428,3,1,1,4,0,1,0,0
26536,37447,37447,1,3,3,3,1,0,0,0
26543,37454,37454,1,2,5,2,1,1,0,0
26558,37481,37481,3,0,1,1,0,1,0,0
26560,37483,37483,1,0,2,0,1,0,0,0
26565,37494,37494,0,3,2,3,1,0,0,0
26573,37510,37510,1,1,2,5,1,0,0,0
26576,37515,37515,1,2,3,3,0,1,0,0
26577,37517,37517,0,2,3,3,1,0,0,0
26583,37526,37526,2,2,3,4,1,0,0,0
26584,37528,37528,2,1,2,2,0,1,0,0
26586,37531,37531,0,1,5,1,1,0,0,0
26587,37532,37532,0,0,2,3,1,0,0,0
26592,37541,37541,1,0,1,1,0,1,0,0
26596,37548,37548,3,1,1,1,1,0,0,0
26599,37551,37551,3,1,1,1,1,0,0,0
26601,37557,37557,1,1,2,3,1,0,0,0
26602,37558,37558,0,2,3,3,0,1,0,0
26606,37567,37567,3,0,3,2,0,1,0,0
26612,37576,37576,1,2,1,2,0,1,0,0
26620,37592,37592,1,1,4,3,1,0,0,0
26627,37604,37604,3,1,2,1,0,1,0,0
26636,37620,37620,1,0,2,2,1,0,0,1
26640,37624,37624,0,2,4,3,1,0,0,0
26644,37630,37630,2,1,3,3,0,1,0,0
26646,37632,37632,1,0,2,5,0,1,1,0
26652,37647,37647,2,1,1,2,0,2,0,0
26653,37648,37648,0,0,2,5,1,0,0,0
26654,37649,37649,4,2,2,3,1,0,0,0
26662,37664,37664,3,0,0,1,0,1,0,0
26665,37668,37668,1,1,4,2,1,0,0,0
26666,37669,37669,0,0,2,2,0,1,0,0
26669,37673,37673,0,1,1,3,1,0,0,0
26673,37679,37679,2,1,1,3,0,1,0,1
26678,37686,37686,5,1,2,2,0,1,0,0
26679,37687,37687,3,0,4,1,0,1,0,0
26680,37694,37694,0,0,3,2,1,0,0,0
26681,37696,37696,1,0,3,1,0,1,0,0
26694,37719,37719,4,1,2,2,1,0,0,0
26702,37732,37732,2,0,1,3,0,1,0,0
26703,37736,37736,3,2,2,1,1,0,0,0
26704,37740,37740,1,0,1,3,0,1,0,0
26705,37743,37743,0,0,3,3,0,1,0,0
26707,37746,37746,0,1,5,2,1,0,0,0
26711,37750,37750,2,1,2,3,1,0,0,0
26715,37754,37754,2,1,2,3,0,1,0,0
26716,37755,37755,1,0,1,3,1,0,0,0
26719,37759,37759,0,1,5,3,0,1,0,0
26720,37761,37761,2,0,1,5,0,1,0,0
26726,37772,37772,1,2,3,5,1,0,0,0
26727,37774,37774,4,1,2,4,1,0,0,0
26728,37775,37775,0,1,4,3,1,0,0,0
26733,37780,37780,2,0,3,3,0,1,0,0
26734,37781,37781,1,1,3,1,0,1,0,0
26742,37793,37793,0,0,3,4,1,0,0,0
26743,37795,37795,2,1,2,3,0,2,0,0
26749,37805,37805,2,2,2,3,0,1,0,0
26758,37821,37821,2,0,3,3,0,1,0,0
26762,37829,37829,2,1,1,1,2,1,0,0
26769,37840,37840,1,2,3,3,1,1,0,0
26773,37855,37855,0,0,4,1,1,0,0,1
26776,37861,37861,1,0,1,2,0,1,0,0
26785,37878,37878,1,1,2,3,0,1,0,0
26794,37896,37896,2,0,3,2,1,0,0,0
26807,37917,37917,2,1,3,3,0,1,0,0
26808,37918,37918,1,2,1,1,0,1,0,0
26809,37920,37920,0,1,3,1,1,0,0,0
26810,37922,37922,0,1,1,1,1,0,0,0
26821,37944,37944,0,1,2,1,1,0,0,0
26826,37953,37953,2,1,1,3,0,1,0,0
26827,37954,37954,2,0,3,1,0,1,0,0
26828,37955,37955,0,1,2,1,1,0,0,0
26834,37964,37964,2,0,4,4,1,0,0,0
26835,37966,37966,0,2,5,3,1,0,0,0
26844,37988,37988,2,0,1,3,0,1,0,0
26856,38005,38005,1,0,4,5,0,1,0,0
26857,38007,38007,1,1,1,1,0,1,0,0
26865,38020,38020,3,0,4,5,1,2,0,0
26867,38022,38022,4,0,0,3,0,1,0,0
26869,38024,38024,1,4,2,1,1,0,0,0
26878,38036,38036,3,0,3,2,0,2,0,0
26894,38064,38064,2,1,1,3,0,1,0,0
26898,38070,38070,4,3,2,3,0,1,0,0
26901,38078,38078,1,1,6,3,0,1,0,0
26905,38083,38083,2,0,2,2,1,0,0,0
26910,38090,38090,3,0,3,1,1,0,0,0
26911,38094,38094,0,0,0,1,0,1,0,0
26912,38095,38095,1,1,2,2,1,0,0,0
26916,38102,38102,3,4,2,2,1,0,0,0
26922,38111,38111,0,3,3,3,1,0,0,0
26923,38114,38114,4,0,2,1,0,1,0,0
26930,38126,38126,2,0,1,0,0,1,0,0
26931,38128,38128,1,0,4,2,0,1,0,0
26940,38147,38147,0,3,2,6,0,1,0,0
26952,38165,38165,4,3,3,4,1,0,0,0
26960,38186,38186,2,0,1,1,0,1,0,0
26967,38197,38197,4,1,1,1,0,1,0,0
26978,38220,38220,3,0,4,2,1,1,0,0
26996,38262,38262,1,0,2,5,0,2,0,0
26999,38266,38266,1,1,3,4,1,0,0,0
27013,38292,38292,4,0,4,0,1,0,0,0
27028,38321,38321,0,2,3,3,1,0,0,0
27031,38326,38326,0,0,2,3,1,0,0,0
27032,38328,38328,4,1,2,4,0,1,0,0
27035,38333,38333,2,2,2,3,1,0,0,0
27040,38340,38340,2,0,2,2,0,1,0,0
27041,38341,38341,1,1,5,5,1,0,0,0
27048,38352,38352,2,0,3,2,1,0,0,0
27052,38362,38362,1,4,4,2,1,0,0,0
27065,38388,38388,0,1,2,1,1,0,1,0
27066,38395,38395,1,1,3,3,0,1,0,0
27067,38398,38398,2,1,4,3,0,1,0,0
27074,38411,38411,1,1,4,0,1,0,0,0
27079,38419,38419,1,1,2,5,0,1,0,0
27082,38423,38423,0,0,1,4,1,1,0,0
27083,38425,38425,5,0,3,4,0,1,0,0
27086,38435,38435,0,0,4,3,0,1,0,0
27088,38439,38439,0,2,4,1,1,0,0,0
27091,38449,38449,1,3,2,3,1,0,0,0
27095,38462,38462,2,0,1,2,1,1,0,0
27098,38466,38466,2,1,2,2,1,1,0,0
27106,38477,38477,0,3,2,3,0,1,0,0
27116,38499,38499,1,1,2,3,0,1,0,0
27122,38507,38507,1,0,1,3,0,1,0,0
27124,38510,38510,0,1,5,1,1,0,0,0
27133,38532,38532,3,2,3,2,1,1,0,0
27145,38558,38558,2,2,2,3,1,0,0,0
27151,38570,38570,3,5,4,2,1,1,1,0
27152,38572,38572,0,0,1,4,0,1,0,0
27153,38573,38573,7,0,0,1,0,1,0,0
27167,38596,38596,4,0,1,1,0,1,0,0
27168,38597,38597,3,1,3,4,0,1,0,0
27169,38598,38598,5,0,3,1,0,1,0,0
27175,38611,38611,2,0,5,1,0,1,0,0
27180,38623,38623,1,0,3,2,1,0,0,0
27183,38631,38631,5,1,2,4,0,2,0,0
27185,38634,38634,3,0,1,2,0,1,0,0
27191,38643,38643,0,0,2,4,1,1,0,0
27199,38658,38658,0,1,6,2,1,0,0,0
27200,38660,38660,1,2,2,5,2,0,0,0
27202,38663,38663,1,1,1,3,0,1,0,0
27204,38669,38669,1,1,1,2,0,1,0,0
27207,38674,38674,1,4,4,3,0,1,0,0
27217,38694,38694,2,0,2,2,1,0,0,0
27229,38714,38714,3,2,2,2,1,1,0,0
27241,38738,38738,1,1,2,3,0,1,0,0
27244,38747,38747,1,0,2,5,0,1,0,0
27250,38761,38761,4,1,2,1,1,1,0,0
27256,38772,38772,2,2,1,2,1,0,0,0
27257,38773,38773,2,1,2,1,1,0,0,0
27258,38775,38775,0,4,1,1,1,0,0,0
27259,38776,38776,4,0,2,3,0,1,0,0
27267,38803,38803,0,1,2,2,0,1,0,0
27268,38804,38804,2,0,3,1,1,0,0,0
27271,38813,38813,1,1,3,6,1,0,0,0
27276,38821,38821,3,0,1,3,1,0,0,0
27279,38829,38829,2,1,4,2,0,1,0,0
27283,38845,38845,1,0,3,1,0,1,0,0
27289,38853,38853,2,2,2,4,0,1,0,0
27303,38878,38878,0,1,1,2,0,1,0,0
27305,38882,38882,2,1,1,3,0,1,0,0
27307,38886,38886,1,1,3,2,0,1,0,0
27316,38900,38900,3,0,0,2,0,1,0,0
27320,38910,38910,2,0,3,4,0,1,0,0
27321,38911,38911,1,4,4,2,1,0,0,0
27323,38914,38914,1,1,3,5,2,0,1,0
27328,38925,38925,2,0,4,3,0,2,0,0
27329,38926,38926,0,1,1,6,1,0,0,0
27334,38934,38934,0,1,2,4,1,0,0,1
27335,38939,38939,2,0,1,4,0,1,0,0
27338,38947,38947,1,0,3,4,1,0,0,0
27342,38955,38955,0,1,4,3,0,1,0,0
27343,38956,38956,2,1,3,3,0,2,0,0
27347,38960,38960,2,0,3,3,0,1,0,0
27348,38964,38964,5,2,2,3,1,0,0,0
27353,38970,38970,2,2,3,1,1,0,0,0
27357,38980,38980,1,2,4,2,2,0,0,1
27367,38999,38999,1,4,4,1,1,0,0,0
27370,39003,39003,7,3,0,1,0,1,0,0
27371,39004,39004,0,1,4,2,1,0,0,0
27376,39015,39015,2,0,2,3,0,1,0,0
27389,39035,39035,0,0,4,2,0,1,0,0
27392,39040,39040,4,0,1,3,0,1,0,0
27401,39053,39053,0,5,3,1,1,0,0,0
27406,39060,39060,4,1,3,2,0,1,0,0
27418,39083,39083,3,1,0,3,0,1,0,0
27426,39098,39098,0,2,1,2,0,1,0,0
27436,39123,39123,1,0,2,3,0,1,0,0
27438,39125,39125,0,0,3,1,1,0,0,0
27440,39135,39135,3,3,3,4,1,0,0,0
27450,39159,39159,4,1,4,2,1,0,0,0
27454,39172,39172,4,3,3,3,0,1,0,0
27459,39183,39183,0,3,1,2,1,0,0,0
27465,39199,39199,2,1,2,4,1,1,0,0
27471,39217,39217,0,1,3,1,1,0,0,0
27473,39219,39219,2,1,2,1,0,1,0,0
27485,39239,39239,5,1,1,2,0,1,0,0
27491,39249,39249,0,1,3,3,1,0,0,0
27492,39250,39250,1,3,3,2,1,0,0,0
27498,39259,39259,2,0,3,0,0,1,1,0
27503,39264,39264,1,2,2,0,0,1,0,0
27504,39265,39265,0,0,3,4,0,1,0,0
27510,39284,39284,0,1,1,4,2,1,0,0
27514,39293,39293,1,1,3,3,2,0,0,0
27525,39314,39314,2,0,0,3,0,1,0,0
27527,39317,39317,3,1,0,1,0,1,0,0
27536,39342,39342,0,1,2,4,1,0,0,0
27540,39355,39355,3,1,1,3,0,1,0,0
27542,39359,39359,0,0,1,2,1,0,0,0
27551,39372,39372,2,3,2,6,2,0,0,0
27558,39382,39382,3,3,3,3,1,0,0,0
27560,39387,39387,1,2,2,5,1,0,1,1
27570,39409,39409,0,0,3,2,1,0,0,0
27584,39441,39441,2,0,4,4,0,1,0,0
27585,39443,39443,3,0,1,3,0,1,0,0
27600,39477,39477,2,0,2,2,0,1,0,0
27613,39505,39505,0,1,2,1,0,1,1,0
27614,39506,39506,0,1,3,1,0,1,0,0
27617,39513,39513,0,1,2,0,0,1,0,0
27619,39515,39515,3,0,2,1,0,1,0,0
27620,39517,39517,0,2,1,2,2,0,0,0
27625,39529,39529,0,3,1,5,1,0,0,0
27637,39554,39554,3,2,3,5,1,0,0,0
27640,39560,39560,2,3,2,1,0,1,0,0
27657,39595,39595,1,1,1,3,0,1,0,0
27661,39599,39599,0,2,0,2,0,1,0,0
27666,39612,39612,1,1,0,2,1,0,0,0
27679,39634,39634,3,0,1,3,0,1,0,0
27683,39641,39641,2,5,6,2,0,1,0,1
27684,39642,39642,0,0,0,2,1,0,0,0
27685,39643,39643,1,0,3,3,0,1,0,0
27689,39650,39650,1,0,4,3,0,1,0,0
27694,39661,39661,0,2,2,1,1,0,0,0
27704,39684,39684,1,0,1,3,0,1,0,0
27718,39720,39720,0,3,1,3,1,0,0,0
27732,39749,39749,2,0,2,2,0,1,0,0
27733,39750,39750,2,1,1,5,0,1,2,0
27744,39771,39771,2,0,2,6,0,1,0,0
27761,39814,39814,0,4,2,1,1,0,0,0
27769,39829,39829,0,3,5,3,1,0,0,0
27778,39852,39852,0,0,2,3,0,1,0,0
27783,39877,39877,2,1,4,1,1,0,0,0
27797,39903,39903,0,4,3,4,1,0,0,0
27800,39919,39919,2,1,3,2,1,0,0,0
27804,39932,39932,3,0,1,3,0,1,0,0
27805,39933,39933,2,1,4,3,0,1,0,1
27814,39960,39960,1,1,1,5,1,0,0,0
27815,39962,39962,1,1,4,3,0,1,0,0
27833,40002,40002,0,0,1,4,1,0,0,0
27839,40014,40014,2,2,4,4,1,0,0,0
27846,40024,40024,1,5,2,1,1,0,0,0
27849,40029,40029,0,2,3,4,0,1,0,0
27850,40031,40031,2,0,2,2,0,1,0,0
27858,40048,40048,3,1,3,4,0,1,0,0
27892,40124,40124,5,0,1,1,0,1,0,0
27898,40144,40144,1,6,1,0,1,0,0,0
27903,40157,40157,1,1,3,2,1,0,0,0
27911,40170,40170,2,2,2,3,0,1,0,0
27928,40216,40216,4,2,3,0,1,0,0,0
27929,40218,40218,4,0,1,0,0,1,0,0
27932,40227,40227,1,1,4,4,2,0,0,0
27934,40231,40231,2,1,1,5,1,1,0,0
27936,40234,40234,2,0,1,3,0,1,0,0
27943,40252,40252,2,0,3,1,0,1,0,0
27945,40257,40257,0,3,2,5,2,0,0,0
27948,40268,40268,1,3,2,4,1,0,1,0
27953,40277,40277,4,2,1,6,0,1,0,0
27956,40284,40284,3,0,2,2,0,1,0,0
27961,40293,40293,1,1,5,2,1,0,0,0
27962,40294,40294,2,2,4,4,1,0,0,0
27965,40299,40299,5,1,1,2,0,1,0,0
27976,40324,40324,1,2,4,5,1,0,0,0
27978,40334,40334,2,1,4,1,1,0,0,0
27988,40373,40373,0,0,2,3,0,1,0,0
27992,40378,40378,0,4,4,3,1,0,0,0
27996,40386,40386,0,1,2,3,1,0,0,1
27998,40393,40393,3,0,2,1,0,1,1,0
28000,40396,40396,0,4,4,2,0,1,0,0
28002,40402,40402,7,1,2,2,0,1,0,0
28011,40437,40437,1,3,2,3,0,1,0,0
28012,40439,40439,2,1,4,5,0,1,0,0
28013,40443,40443,0,1,1,1,1,0,0,0
28022,40466,40466,1,0,2,1,0,1,0,0
28029,40479,40479,4,0,1,2,0,1,0,0
28033,40485,40485,1,1,1,3,1,0,0,0
28043,40506,40506,2,0,2,1,0,1,0,0
28045,40511,40511,2,0,2,4,0,1,0,0
28057,40542,40542,5,0,0,1,0,1,0,0
28092,40632,40632,2,0,2,2,1,0,0,0
28093,40633,40633,0,2,2,3,0,1,0,0
28096,40642,40642,4,1,2,1,1,0,0,1
28112,40675,40675,0,1,5,3,1,1,0,0
28120,40691,40691,0,2,2,2,0,1,0,0
28123,40694,40694,3,1,1,3,0,1,1,0
28126,40698,40698,0,0,3,4,0,1,0,0
28139,40725,40725,1,4,3,1,1,0,0,0
28140,40729,40729,0,1,5,0,1,0,0,0
28145,40739,40739,0,2,1,4,1,0,0,1
28157,40770,40770,1,0,2,4,1,0,0,0
28165,40794,40794,1,1,2,2,1,0,0,1
28167,40804,40804,0,0,3,3,0,1,0,0
28171,40811,40811,3,1,5,5,0,1,0,0
28175,40820,40820,1,2,2,3,1,0,0,0
28181,40835,40835,2,3,2,3,1,0,0,0
28193,40862,40862,2,0,3,4,0,1,0,0
28205,40885,40885,1,1,2,5,0,1,0,0
28229,40949,40949,5,1,2,3,0,1,0,0
28230,40950,40950,1,0,1,2,0,1,0,0
28234,40958,40958,0,2,4,1,1,0,0,0
28239,40972,40972,2,2,2,3,0,1,0,0
28259,41011,41011,1,2,3,3,0,1,0,0
28266,41027,41027,1,0,2,3,0,1,0,0
28269,41032,41032,0,0,3,4,1,0,0,0
28276,41053,41053,0,3,1,3,1,0,0,0
28277,41058,41058,1,2,3,2,1,0,0,0
28286,41073,41073,2,2,3,5,1,0,0,0
28287,41074,41074,0,4,3,2,1,0,0,0
28291,41082,41082,2,1,1,2,1,0,0,0
28297,41092,41092,1,3,4,2,0,1,0,0
28306,41111,41111,1,2,4,2,1,0,0,1
28315,41133,41133,2,2,2,3,1,0,1,0
28319,41141,41141,0,1,0,2,1,1,0,0
28332,41169,41169,1,0,2,4,0,1,0,0
28335,41183,41183,4,0,1,1,0,1,0,0
28337,41189,41189,1,1,1,3,0,1,0,0
28341,41199,41199,1,0,3,1,1,0,0,0
28343,41207,41207,1,3,1,3,1,0,0,0
28359,41249,41249,2,0,2,3,0,1,0,0
28370,41263,41263,3,2,0,0,0,1,0,0
28374,41268,41268,5,0,1,3,1,1,0,0
28376,41271,41271,1,2,0,0,1,0,0,0
28379,41275,41275,1,3,0,0,0,1,0,0
28381,41280,41280,0,1,0,0,2,0,0,0
28383,41282,41282,2,2,0,0,0,1,0,0
28384,41283,41283,1,0,0,0,1,2,0,0
28386,41285,41285,0,1,4,2,1,0,0,0
28387,41286,41286,0,1,0,0,2,0,0,0
28391,41291,41291,1,1,0,0,1,0,0,0
28397,41297,41297,3,1,0,0,0,1,0,0
28400,41300,41300,3,2,0,0,0,1,0,0
28403,41303,41303,3,1,0,0,0,2,0,0
28408,41308,41308,1,0,0,0,0,2,0,0
28409,41309,41309,1,1,0,0,0,1,0,0
28411,41311,41311,2,1,0,0,0,1,0,0
28420,41324,41324,1,0,0,0,1,1,0,0
28421,41325,41325,1,2,0,0,0,2,0,0
28429,41333,41333,1,2,0,0,1,0,0,0
28432,41337,41337,4,1,0,0,1,0,0,0
28434,41339,41339,0,2,0,0,1,0,0,0
28437,41342,41342,0,0,0,0,0,1,0,0
28438,41343,41343,3,1,0,0,0,2,0,0
28443,41348,41348,2,2,0,0,0,2,0,0
28448,41353,41353,1,0,0,0,0,1,0,0
28455,41362,41362,4,0,1,0,0,1,0,0
28465,41375,41375,1,1,0,0,1,1,0,0
28467,41377,41377,2,1,0,0,1,2,0,0
28482,41394,41394,2,1,0,0,1,0,0,0
28485,41400,41400,0,1,0,0,0,1,0,0
28489,41407,41407,2,1,0,0,1,0,0,0
28490,41408,41408,2,0,0,0,1,1,0,0
28493,41411,41411,1,0,0,0,0,1,0,0
28498,41417,41417,1,1,0,0,0,1,0,0
28499,41418,41418,2,0,0,0,0,1,0,0
28505,41425,41425,1,0,0,0,1,0,0,0
28506,41426,41426,0,1,0,0,1,0,0,0
28511,41432,41432,2,2,0,0,1,0,0,0
28512,41433,41433,2,1,0,0,1,0,0,0
28515,41436,41436,1,0,0,0,0,1,0,0
28518,41439,41439,1,1,0,0,0,1,0,1
28526,41449,41449,0,1,0,0,2,1,0,0
28528,41451,41451,0,1,0,0,1,0,0,0
28531,41454,41454,3,0,0,0,1,0,0,0
28532,41456,41456,0,1,0,0,1,0,0,0
28535,41724,41724,1,1,2,4,1,0,0,0
28544,41739,41739,3,2,3,2,0,1,0,0
28551,41746,41746,4,1,1,4,0,1,0,0
28553,41749,41749,0,2,0,0,1,0,0,0
28555,41751,41751,1,1,0,0,0,1,0,0
28556,41754,41754,1,1,0,0,1,0,0,0
28557,41755,41755,1,2,3,3,0,1,0,0
28561,41760,41760,4,0,2,2,0,1,0,0
28567,41771,41771,1,0,0,0,0,1,0,0
28568,41772,41772,2,0,0,0,0,1,0,0
28575,41781,41781,0,2,0,0,2,0,0,0
28577,41783,41783,2,1,0,2,0,1,0,0
28579,41785,41785,2,0,0,0,1,0,0,0
28581,41790,41790,3,0,3,3,0,1,0,0
28587,41797,41797,1,2,3,2,1,1,0,0
28601,41824,41824,0,2,3,0,1,0,0,1
28603,41826,41826,1,1,1,3,1,0,0,0
28615,41851,41851,2,2,3,4,1,1,0,0
28618,41856,41856,0,0,2,3,0,1,0,0
28620,41858,41858,1,1,0,0,0,1,0,0
28625,41865,41865,0,1,0,0,0,1,0,0
28639,41880,41880,3,2,0,0,0,1,0,0
28642,41883,41883,3,0,2,6,0,1,0,0
28648,41895,41895,1,2,2,4,0,1,0,0
28649,41896,41896,0,1,4,3,0,1,0,0
28654,41901,41901,1,1,0,0,0,1,0,0
28655,41902,41902,0,2,1,2,1,0,0,0
28656,41903,41903,2,2,0,0,1,0,0,0
28658,41905,41905,1,0,1,2,0,1,0,0
28665,41912,41912,0,1,0,0,0,1,0,0
28666,41913,41913,1,2,0,0,0,1,0,0
28676,41925,41925,0,2,0,0,1,0,0,0
28682,41931,41931,1,0,2,0,0,1,0,0
28683,41932,41932,2,0,1,2,0,2,0,0
28687,41938,41938,2,1,4,1,1,0,0,0
28690,41941,41941,1,2,0,0,1,0,0,0
28691,41942,41942,0,2,2,2,2,0,0,0
28692,41943,41943,1,0,2,5,0,1,0,0
28700,41951,41951,0,1,3,1,0,1,0,0
28701,41952,41952,2,1,0,0,0,1,0,0
28702,41954,41954,1,2,0,4,1,0,0,0
28713,41967,41967,2,1,2,1,0,1,0,0
28714,41968,41968,0,0,2,5,2,1,0,0
28719,41974,41974,2,2,0,0,1,0,0,0
28721,41976,41976,2,1,0,0,0,1,0,0
28722,41977,41977,2,2,0,0,1,0,0,0
28726,41981,41981,1,3,1,5,1,1,0,0
28732,41988,41988,2,1,0,0,0,1,0,0
28733,41990,41990,1,0,0,0,0,1,0,0
28738,41995,41995,1,1,2,2,1,0,0,0
28739,41996,41996,3,2,3,3,0,1,0,0
28741,41998,41998,0,2,3,2,2,0,0,0
28744,42001,42001,2,2,3,3,1,0,0,0
28745,42002,42002,3,1,3,3,0,1,0,0
28747,42004,42004,1,1,2,5,0,1,0,0
28753,42010,42010,0,1,3,2,1,0,0,0
28754,42011,42011,1,0,3,5,0,1,0,0
28757,42014,42014,1,1,2,3,1,0,0,0
28762,42019,42019,0,1,4,4,1,0,0,0
28763,42020,42020,2,1,1,3,1,0,0,0
28764,42021,42021,1,1,3,3,0,1,0,0
28767,42024,42024,1,1,1,3,1,1,0,0
28768,42025,42025,0,1,2,4,1,0,0,0
28773,42030,42030,0,2,1,1,1,0,0,0
28779,42038,42038,1,1,5,1,1,0,0,0
28781,42040,42040,3,1,2,2,0,1,0,0
28795,42058,42058,1,2,3,3,0,1,0,0
28797,42060,42060,2,1,0,0,1,0,0,0
28798,42061,42061,1,0,0,0,1,0,0,1
28806,42069,42069,1,3,2,2,3,0,0,0
28808,42071,42071,2,0,2,6,0,1,0,0
28812,42075,42075,4,1,1,2,0,1,0,0
28813,42076,42076,3,2,0,0,0,1,0,0
28829,42096,42096,0,1,4,1,1,0,1,0
28833,42102,42102,1,0,3,5,1,1,0,1
28838,42109,42109,0,0,1,5,0,1,1,0
28842,42113,42113,1,3,0,0,0,1,0,0
28846,42117,42117,1,1,0,0,0,1,0,0
28852,42124,42124,1,3,0,0,1,0,0,0
28854,42126,42126,2,0,0,0,0,1,0,0
28855,42127,42127,2,0,0,0,1,0,0,0
28857,42129,42129,3,2,0,0,0,1,0,0
28859,42131,42131,2,0,0,0,1,0,0,0
28860,42132,42132,1,2,0,0,0,1,0,0
28866,42138,42138,2,1,0,0,0,1,0,0
28872,42145,42145,1,3,0,0,1,0,0,0
28874,42147,42147,0,2,0,0,1,0,0,0
28885,42159,42159,1,4,2,2,1,0,0,0
28888,42162,42162,3,2,2,2,0,2,0,0
28889,42163,42163,6,0,1,2,0,2,0,0
28894,42170,42170,2,3,0,0,1,0,0,0
28897,42175,42175,1,0,0,0,0,1,0,0
28901,42179,42179,1,2,2,1,1,0,0,0
28905,42183,42183,2,1,0,0,1,0,0,0
28909,42188,42188,2,2,3,3,1,0,0,0
28913,42195,42195,3,3,2,2,0,2,0,0
28921,42210,42210,0,3,4,2,1,0,0,0
28930,42225,42225,1,1,2,0,0,1,0,0
28932,42228,42228,1,0,2,5,0,2,0,0
28933,42229,42229,0,5,1,0,1,0,0,0
28934,42230,42230,2,1,3,1,1,0,0,0
28940,42237,42237,2,0,2,2,0,1,0,0
28942,42239,42239,4,2,2,4,0,1,0,0
28944,42244,42244,0,3,4,3,2,0,0,0
28954,42262,42262,4,3,4,4,0,1,0,0
28963,42281,42281,2,1,1,1,0,1,0,0
28967,42286,42286,2,6,2,3,1,0,0,0
28971,42292,42292,1,0,2,3,0,1,0,0
28972,42295,42295,0,1,2,3,0,1,0,0
28978,42305,42305,1,2,1,3,2,1,0,0
28981,42308,42308,3,0,1,2,0,1,0,0
28982,42309,42309,0,0,3,1,1,0,0,0
28983,42310,42310,0,0,3,3,0,1,0,0
28990,42326,42326,1,1,1,3,0,1,0,0
28992,42328,42328,1,0,4,4,0,1,0,0
28998,42336,42336,1,2,3,0,1,0,0,0
29001,42340,42340,1,2,1,2,0,1,0,0
29010,42357,42357,2,2,2,5,1,1,0,0
29014,42362,42362,0,2,2,2,1,0,0,0
29015,42363,42363,0,1,0,5,1,1,0,0
29020,42371,42371,1,0,1,3,0,1,0,0
29033,42397,42397,1,2,2,4,1,0,0,0
29044,42415,42415,3,2,3,6,0,1,0,0
29057,42447,42447,1,0,4,3,1,0,0,0
29058,42448,42448,1,1,3,5,2,1,0,0
29065,42456,42456,1,3,1,1,1,0,0,0
29068,42460,42460,1,3,1,2,1,0,0,0
29071,42464,42464,2,0,2,4,0,1,1,0
29074,42468,42468,3,2,3,4,1,0,0,0
29078,42474,42474,2,0,2,5,1,1,0,0
29086,42482,42482,2,0,4,3,1,1,0,0
29088,42484,42484,0,0,2,3,0,1,0,0
29091,42490,42490,2,0,2,1,0,1,0,0
29094,42499,42499,0,2,4,2,1,0,0,0
29095,42500,42500,1,1,0,3,1,1,0,0
29096,42504,42504,1,4,1,1,2,0,0,0
29105,42520,42520,2,1,1,5,1,0,0,0
29106,42521,42521,0,1,3,4,1,0,0,0
29108,42528,42528,1,1,2,2,0,1,0,0
29126,42559,42559,0,0,5,4,0,1,0,0
