,Unnamed: 0,ID,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64,M65,M66,M67,M68,M69,M70,M71,M72,M73,M74,M75,M76,M77,M78,M79,M80,M81,M82,M83,M84,M85,M86,M87,M88,M89,M90
24714,35342,35342,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,Goal_Home,Yellow_Home,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Away
24720,35348,35348,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,Red_Card_Home,-,-,-,-,Goal_Home
24726,35354,35354,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,Yellow_Away,Yellow_Home,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Red_Card_Away,Yellow_Home"
24734,35362,35362,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,"Goal_Home,Red_Card_Home"
24735,35363,35363,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,Goal_Home,-,-,Yellow_Away,-,-,-,"Goal_Home,Yellow_Away",-,-,Red_Card_Away,-,-,-,Goal_Away,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home
24740,35368,35368,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,Goal_Away,-,Yellow_Home,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,Goal_Away,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home,-,Goal_Away,-,-,-,-,-
24741,35369,35369,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,Yellow_Away,Yellow_Away,-,-,-,-,-,-,-,Yellow_Home,Yellow_Away,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-
24743,35371,35371,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,Yellow_Away,-,-,-,-,-,-,Goal_Home,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,Red_Card_Away,Yellow_Home
24744,35372,35372,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,Yellow_Away,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,Goal_Home,-,-,Goal_Away,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,"Red_Card_Home,Yellow_Away"
24745,35373,35373,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,Yellow_Home,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,"Goal_Home,Red_Card_Away",-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24747,35375,35375,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,Goal_Away,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,Yellow_Home,Yellow_Home,-,-,Yellow_Away,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,-
24748,35376,35376,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,-,Goal_Home,-,-,-,-,-,-,-,-,Yellow_Home,-,Goal_Away,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,Yellow_Home,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24754,35382,35382,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,Yellow_Home,Goal_Home,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,Yellow_Home,Yellow_Home,Red_Card_Away,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away
24758,35386,35386,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,Red_Card_Away,-,-,-,-,Yellow_Home,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,Yellow_Home,-,"Yellow_Away,Yellow_Home",-,-
24761,35389,35389,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home,-,-,-,-,Yellow_Home,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,Goal_Home,"Yellow_Away,Yellow_Home"
24762,35390,35390,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,Yellow_Away,Goal_Home,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Yellow_Away,Yellow_Away",-,-,-,Goal_Home,-,-,-,Red_Card_Away,-,-,Goal_Home
24763,35391,35391,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,Goal_Away,-,-,-,-,Yellow_Away,Red_Card_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Goal_Away,Red_Card_Away"
24765,35393,35393,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,Yellow_Home,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,Yellow_Away,-,Red_Card_Away,-,-,-,-,Goal_Home,-,-,Yellow_Away,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,Yellow_Home,-
24768,35396,35396,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,Red_Card_Home
24769,35397,35397,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,Yellow_Home,-,-,-,-,Yellow_Home,-,-,-,-,-,Yellow_Home,Red_Card_Home,-,-,Yellow_Away,-,-,-,Goal_Home,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-
24778,35406,35406,-,-,Yellow_Away,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,Yellow_Home,Yellow_Away,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,Yellow_Home
24782,35410,35410,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,Yellow_Away,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home,-,Yellow_Away,-,-,Goal_Away
24783,35411,35411,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,Goal_Away,-,-,-,-,"Goal_Home,Yellow_Home",-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,Goal_Away,-,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24788,35416,35416,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,Yellow_Away,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,Yellow_Away
24789,35417,35417,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Goal_Home,Yellow_Away",-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,Yellow_Away,-,-,Yellow_Home,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Red_Card_Away,Yellow_Away"
24793,35421,35421,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,Yellow_Away,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,Goal_Home,-,-,-,-,-,Yellow_Away
24796,35424,35424,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Goal_Home,Yellow_Away",-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,Goal_Home,-,Red_Card_Away,-,-,Yellow_Home,-,-,-,-,-,-,-,-
24803,35431,35431,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,Red_Card_Away,-,-,-,Goal_Home,Yellow_Home,Yellow_Away,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,Yellow_Away,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Away,-
24807,35435,35435,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,Own_Home,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-
24809,35437,35437,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,Yellow_Away,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home
24811,35439,35439,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,Yellow_Home,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,Yellow_Home,-,-,"Yellow_Away,Yellow_Home","Goal_Away,Red_Card_Away"
24815,35443,35443,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,Yellow_Home,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,Yellow_Home,-,-,-,-,-,-,Yellow_Away,-,Goal_Home,-,-,Red_Card_Away,Goal_Home,-,-,-,Goal_Home,-,-,-,-,-,-,-,Yellow_Away
24817,35445,35445,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,Yellow_Away,Goal_Home,-,-,-,-,Yellow_Home,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away
24824,35452,35452,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,Yellow_Away,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,-,Red_Card_Home,-,-,-,-,-,-,-,-,Red_Card_Home,-,-,-,Goal_Home,-,Yellow_Away
24826,35454,35454,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,Goal_Home,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24828,35456,35456,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,Goal_Home,-,Yellow_Home,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,"Red_Card_Away,Yellow_Away",-,-,-,-,-,-,-,-
24832,35460,35460,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,Yellow_Away,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,Yellow_Home,-,-,-,"Goal_Home,Red_Card_Home"
24833,35461,35461,-,-,Yellow_Home,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,"Red_Card_Home,Yellow_Home",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,"Red_Card_Away,Yellow_Home"
24835,35463,35463,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,Red_Card_Home,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,Yellow_Home,-
24837,35465,35465,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,Yellow_Home,-,Yellow_Home,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,Red_Card_Home
24838,35466,35466,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,Yellow_Away,Yellow_Away,Goal_Home,-,-,-,Yellow_Home,-,-,Yellow_Away,-,-,-,-,-,Red_Card_Away,-,-,Yellow_Home,Goal_Home,-,-,-
24839,35467,35467,-,-,-,-,Yellow_Away,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,Yellow_Home,-,-,Goal_Away,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,"Goal_Home,Yellow_Home",-,-,Yellow_Away,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,Red_Card_Away,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,"Goal_Home,Yellow_Away"
24840,35468,35468,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,Yellow_Home,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,"Red_Card_Home,Yellow_Away",-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-
24847,35475,35475,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,Yellow_Home,-,-,Yellow_Away,-,Goal_Home,-,-,-,-,Goal_Away,-,-,-,-,-,Yellow_Away,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,Goal_Home,Goal_Home,-,-,-,-,-,-,-,-,-,Goal_Away,Yellow_Away,-,Yellow_Home,-,Red_Card_Home
24848,35476,35476,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,Red_Card_Away,-,-,"Goal_Home,Yellow_Away",-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,Red_Card_Away
24861,35489,35489,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Red_Card_Away,Red_Card_Away,Red_Card_Home"
24862,35490,35490,-,-,-,-,-,-,-,Yellow_Away,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,Yellow_Away,-,Yellow_Home,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,"Red_Card_Away,Yellow_Home",-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,Yellow_Home,-,-,-,-,-,-
24866,35494,35494,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,Goal_Away,-,-,-,-,-,Yellow_Home,-,-,Yellow_Away,-,-,-,-,-,-,-,Yellow_Away,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,Goal_Away,-,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24869,35497,35497,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,Yellow_Home,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Goal_Home,Red_Card_Away",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home,Goal_Home,Goal_Home
24876,35504,35504,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,Yellow_Away,-,-,-,-,Yellow_Away,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,Yellow_Away,-,-,Goal_Home,-,Red_Card_Away,-,Goal_Home,-,-,Yellow_Home,-,-,-,-
24877,35505,35505,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,Yellow_Away,Yellow_Away,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,Goal_Away,Yellow_Away,-,-,-,-,-,Red_Card_Away,-,Yellow_Home,-,-,Yellow_Home
24882,35510,35510,-,-,-,-,-,-,-,Yellow_Away,-,Yellow_Home,-,-,-,-,Goal_Home,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,Yellow_Home,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24883,35511,35511,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,Yellow_Away,-,-,-,-,-,-,Yellow_Away,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,Red_Card_Away,Yellow_Home,-,-,-
24888,35516,35516,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,Yellow_Home,-,Yellow_Away,Red_Card_Home,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24889,35517,35517,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,Yellow_Home,-,-,-,Yellow_Away,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,"Goal_Home,Red_Card_Home",-,-,"Goal_Home,Yellow_Away,Yellow_Home",-,-,Goal_Away,-,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,Yellow_Away
