,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64,M65,M66,M67,M68,M69,M70,M71,M72,M73,M74,M75,M76,M77,M78,M79,M80,M81,M82,M83,M84,M85,M86,M87,M88,M89,M90
28998,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,Yellow_Home,-,-,-,-,-,Red_Card_Home,-,-
29014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,Yellow_Home,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,Red_Card_Away,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29044,-,Goal_Away,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,Yellow_Away,-,-,Goal_Away,-,-,-,-,-,-,Yellow_Home,-,Yellow_Away,-,-,-,-,Yellow_Away,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,Yellow_Away,-,-,Yellow_Away,-,-,Goal_Home,-,Goal_Home,-,-,-
29065,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,Yellow_Home,-,-,Goal_Home,-,-,-,-,-,Red_Card_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29068,-,-,-,Goal_Away,-,-,-,Goal_Away,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,Yellow_Home,-,Goal_Home,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home,-,-
29088,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,Yellow_Away,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-
29091,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,Yellow_Home,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29094,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,Yellow_Home,-,-,-,Goal_Away,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,Goal_Away,Yellow_Away,-,-,Red_Card_Home,-,-,-,-,-,-,-
29106,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,Goal_Away,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,Yellow_Away,Yellow_Away,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-
29108,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,Goal_Home,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,Red_Card_Away,-,-,-,-
29126,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,Yellow_Home,-,Yellow_Home,-,-,-,-,Yellow_Away,-,-,-,-,Yellow_Home,Yellow_Away,-,-,-,Yellow_Home,-,-,-,-,-,-,-,Red_Card_Away
29139,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-
29151,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Own_Away,-,Yellow_Away,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,Yellow_Away,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,Goal_Away,Yellow_Away,Red_Card_Away,-
29155,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,Own_Home,Yellow_Away,-,-,-,-,-,-,Yellow_Away,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,Goal_Away,-
29158,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,Red_Card_Home,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29162,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,Yellow_Home,-,-,-,-,-,-,Red_Card_Home,-,Goal_Away,Yellow_Away,Goal_Home,-,-,-,Yellow_Home,-,-,-,-,-,-,Yellow_Away,-,-,Yellow_Away,-,-,-,-,Goal_Away
29170,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29173,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-
29179,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,Yellow_Away,-,-,Yellow_Away,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,Yellow_Home,-,Yellow_Home,-,Red_Card_Home,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-
29188,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,Red_Card_Home,-,-,-,-,-,-,-,-,-,-,-,-,-
29192,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,Red_Card_Home,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-
29193,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,Red_Card_Home,Goal_Away,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29199,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,Yellow_Away,Goal_Home,-,-,-,Yellow_Home,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,Yellow_Home,-,-,-,Yellow_Away,-,Red_Card_Away,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-
29202,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,-,-,Goal_Home
29214,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,Yellow_Home,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Away,-
29230,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,Goal_Home,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,Yellow_Away,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-
29235,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,Goal_Away,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,Yellow_Away,Yellow_Home,-,Yellow_Home,-,-
29239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,-,Yellow_Home,-,-,-,-,-,-,Yellow_Away,-,-,-,-
29240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,Goal_Away,-,Red_Card_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,Goal_Home,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,Yellow_Away
29251,-,-,-,-,-,-,-,Yellow_Home,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,Red_Card_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-
29256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,Yellow_Home,-,-,Goal_Home,-,-,-,-,-,-,-,Yellow_Away,-,-,-,Yellow_Away,-,-,-,-,-,Yellow_Home,-,-,-,-,Yellow_Away,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home,-,-,-,-,-,-,-,-,-
29263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,Yellow_Home,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,Red_Card_Home,-,-,Yellow_Away,-,-
29269,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,Yellow_Away,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,Yellow_Home,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,Goal_Away,-,Yellow_Away,-,-,-,-,-,-,-,-,-
29274,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,Yellow_Away,-,-,Yellow_Home,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,Goal_Home,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,Yellow_Away,-,Yellow_Away,-,-,-,-,-,-,-,-,Yellow_Away,Goal_Home,-,-,Red_Card_Home,Yellow_Away,-,-
29279,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,Goal_Home,-,-,-,Yellow_Away,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,Goal_Home,-,-,-,Yellow_Away,Goal_Home,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,Yellow_Home
29280,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,Yellow_Home,-,-,-,Goal_Away,-,-,-,-,Red_Card_Away,-
29290,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,Goal_Home,Yellow_Home,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-
29291,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,Goal_Away,-
29292,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,Yellow_Away,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-
29294,-,-,-,Goal_Away,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,Yellow_Away,-,-,-,Yellow_Home,-,-,-,-,Goal_Home,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home
29298,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,-,Goal_Home,-,-,-,Yellow_Home,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29300,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,Red_Card_Home,-,-,-,-,-,-,-,Yellow_Home
29311,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,Yellow_Home,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home,Goal_Away,-,-,-,Yellow_Away,-,Goal_Home,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-
29322,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,Goal_Home,-,-,-,Yellow_Home,-,-,-,-,Goal_Away,-,-,-
29324,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,Yellow_Away,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29335,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Away,-,Yellow_Home,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-
29339,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,Red_Card_Home,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-
29345,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,Goal_Away,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29349,-,-,-,-,-,-,-,-,-,Goal_Home,-,Goal_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,Red_Card_Home,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,-,Goal_Home,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-
29359,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,Goal_Away,-,-,-,Goal_Away,-,-,-,-,-,-,-,Goal_Home,-,-,-,Red_Card_Away,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,Yellow_Away,-
29361,-,-,-,-,-,-,Red_Card_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Own_Home,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,Yellow_Away,-
29363,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,Yellow_Home,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,Red_Card_Away,Goal_Away,-,-,-,-,Yellow_Away,-,-,Yellow_Away,-,-,-,-,-,Yellow_Away,-,-,-,-,Yellow_Home,-,-,-,Goal_Home,-,-
29365,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,Yellow_Away,-,-,-,-,-,-,-,-,Red_Card_Away,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,Goal_Home,-,-,-,-,Goal_Home,-,-
29370,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,Yellow_Away,-,-,Yellow_Home,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,Yellow_Away,-,-,-,Yellow_Away,-,-,-,-,-,-,Goal_Away,-,-,-,-,-,Goal_Home,Yellow_Home,-,-,-,-,-,-,-,-,Yellow_Home,-,-,Yellow_Home,-,-,Red_Card_Home,-,-,-,Yellow_Home,-,-
29372,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Goal_Away,-,-,Yellow_Away,-,-,-,Yellow_Home,-,Yellow_Home,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,Yellow_Home,Red_Card_Away,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,Goal_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29375,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,Yellow_Home,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yellow_Home,-,-,-,-,Red_Card_Home,-,-,-,Yellow_Away,-,-,-,-,-,-,-,-
